Characteristics,Score
"Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine, Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine , Figs, Lavender, Vibrant, Complex, Syrupy Mouthfeel, Very Smooth, Elegant, Smooth, Violet, Floral Round Mouthfeel, Transparent, Tea Like",91.2
"Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine, Orange Sorbet, Grape Jelly, Nectarine, Toffee, Plum, Mango, Butterscotch, Eucalyptus, Passion Fruit, Chamomile, Blackberry, Banana, Floral, Apricot, Jammy, Tea-Like, Prune, Honey, Earl Grey, Muscat, Sweet Apple, Jasmine , Figs, Lavender, Vibrant, Complex, Syrupy Mouthfeel, Very Smooth, Elegant, Smooth, Violet, Floral Round Mouthfeel, Transparent, Tea Like",91.2
"Orange blossom, tea rose, earl grey tea, citrus peel, peach, mandarin, red berries, spice, cinnamon, black current, cloves, vanilla, honey, lemonade, Complex, brilliant, bright, vibrant, winey acidity, rounded , Rich, lush body, multi-dimensional",91.19
"Black tea, jasmine, dark fruit, plums, concord grape, panela, vanilla, melon, floral, Citric, tartaric, malic , Juicy, brown sugar, solid body, uniform, well balanced, sweet finish",91.19
"Sugarcane, white peach, floral, vanilla, lemon verbena, plum, mango, chardonnay, asian pear, peony, champagne, Sparkling, malic, complex , Very clean, sweet, juicy, green grape, starfruit, syrupy",91.18
"Red apple, honey, orange, cassis,, Citric, tartaric , Juicy, creamy, molasses",91.18
"Red apple, honey, orange, cassis,, Citric, tartaric , Juicy, creamy, molasses",91.18
"Caramel, Blueberry Berries, Fruit, Blackcurrant, Brown sugar, Cinammon, Fruit, Jasmine, Melon, Peach, Strawberry, Citric, Complex, Fruit, Lactic, Malic , Juicy, Delicate, Long-lasting, Harmonious, Well balanced, Transparent, Silky, Smooth, Improved as it cools, Honey, Sweet",91.18
"Caramel, Blueberry Berries, Fruit, Blackcurrant, Brown sugar, Cinammon, Fruit, Jasmine, Melon, Peach, Strawberry, Citric, Complex, Fruit, Lactic, Malic , Juicy, Delicate, Long-lasting, Harmonious, Well balanced, Transparent, Silky, Smooth, Improved as it cools, Honey, Sweet",91.18
"Lavender, citrus, strawberry, orange, honey, watermelon, grape, tropical fruit peach, herbs., Citric, fruity, melon, sparkling, crisp, bright, lemon, cherry. , Silky, floral aftertaste, chamomile, lemongrass aftertaste.",91.17
"Lavender, citrus, strawberry, orange, honey, watermelon, grape, tropical fruit peach, herbs., Citric, fruity, melon, sparkling, crisp, bright, lemon, cherry. , Silky, floral aftertaste, chamomile, lemongrass aftertaste.",91.17
"Chocolate, red fruits, almond, dark chocolate, orange zest, hazelnut green apple, red currant, peach., Complex, malic, tartaric. , Super clean, lingering aftertaste, elegant aftertaste, smooth body, transparent.",91.16
"Chocolate, red fruits, almond, dark chocolate, orange zest, hazelnut green apple, red currant, peach., Complex, malic, tartaric. , Super clean, lingering aftertaste, elegant aftertaste, smooth body, transparent.",91.16
"Jasmine, peach, lavender, apricot, pear jam, dry cherries, white grape, brown sugar, ripe apple, bergamot, passionfruit, black currant, lychee, blueberries, watermelon, Tartaric, citric, sparkling , Earl grey tea, exotic, super clean, intense sweet, long aftertaste",91.15
"Jasmine, peach, lavender, apricot, pear jam, dry cherries, white grape, brown sugar, ripe apple, bergamot, passionfruit, black currant, lychee, blueberries, watermelon, Tartaric, citric, sparkling , Earl grey tea, exotic, super clean, intense sweet, long aftertaste",91.15
"red grape, cacao seeds, baked pear, floral, roselle, grapefruit, white wine, red cherry, turkish delight, dark choclate with cherries, rose blossom tea, rum, citric, malic, lactic, phosphoric, vibrant , viscous body, consitent, creamy",91.14
"red grape, cacao seeds, baked pear, floral, roselle, grapefruit, white wine, red cherry, turkish delight, dark choclate with cherries, rose blossom tea, rum, citric, malic, lactic, phosphoric, vibrant , viscous body, consitent, creamy",91.14
"Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat, Chestnut acidity, stone fruit acidity, plush, big acidity, persistent , Syrupy body, very sweet, clean, long aftertaste, long aromatic finish",91.14
"Pink fruit, hibiscus, lime, pineapple, melon, cranberry, floral, macadamia nut, flor de jamica, nougat, Chestnut acidity, stone fruit acidity, plush, big acidity, persistent , Syrupy body, very sweet, clean, long aftertaste, long aromatic finish",91.14
"apple cider, wine, peach, grape, passionfruit, cherry, red currant, jackfruit, cinnamon, cacoa nib, hibiscus,, tartaric, malic, layered, transparent, strong, condensed, complex, vibrant, structured , long finish, dried cherry, juicy, mango, matured fruit,",91.14
"apple cider, wine, peach, grape, passionfruit, cherry, red currant, jackfruit, cinnamon, cacoa nib, hibiscus,, tartaric, malic, layered, transparent, strong, condensed, complex, vibrant, structured , long finish, dried cherry, juicy, mango, matured fruit,",91.14
"sweet jasmine, buttery, lemon, molasses. grape, passion fruit, chocolate, lemon-lime, mandarin cinnamon, soft, juicy, luminescent, lively , silky, lingering aftertaste, balanced, creamy body, long finish, marzipan and chocolate aftertaste, elegant, classy, good all the way.",91.13
"black current, red apple, grape, biscuit (cookies), mango, peach, plum, cranberry, pineapple, spice, blackberry jam, floral, jasmine, passion fruit, tropical fruit, tobacco, luminous, malic, crisp, snappy, bright, complex, juicy , smooth red wine, long refreshing finish, effervescent.Body: silky, thick, complete",91.12
"Raisin, cranberry, red grape, floral, stewed fruit, acacia, wine, strawberry jam, cola, green apple, Citric, tartaric, bright , Silky mouthfeel, juicy",91.11
"AROMA: caramel, clove, floral/jasmine/roses, citric fruits FLAVOR: sugar browning, caramel, chocolate, floral/jasmine, citric fruits, sweet, bright, citric fruits, tartaric/grapes, malic/green-red apple, complex , round, syrupy, smooth, structured body, lingering, refined, smooth and delicate aftertaste, honey, sweet and very well balanced",91.11
"raspberry, grapefruit, black tea, violet, peach, black cherry, clove, cinnamon, black pepper, mango, jasmine, papaya, almond, bright, juicy, red apple – malic, distinct, tartaric, complex , white wine, long-lasting, complex, huge body, leather, sweet finish",91.1
"Orange, peach, macadamia, red pepper, coriander, mango, dried fruits, passion fruits, crème brulee, clove, red apple, bright, crisp, complex, structured, balanced, mandarin, acidity grapefruit, transparent , silky mouthfeel, smooth, milk chocolate, noble and clean",91.09
"dried fruits, caramel, black tea, cherry, black cherry, plum, rum and chocolate, violet, green apple, red apple, chamomile, bright and chewy, sparkling, tartaric, complex , creamy body, cocoa, well balanced",91.09
"black current vanilla, peach, mango winy, tropical fruits, melon lime, black tea, caramelized peaches, chocolate cover fruit, semi-sweet, cocoa, complex citric, black current pineapple, tropics dried, fruits, floral , harmonious, candied sweetness. Body: complex velvety rich, creamy silky",91.09
"Black currant, honey, pineapple, mango, black grapes, coca-cola, rose, cherry, passion fruit, rum, maple syrup, Complex, juicy, tartaric, elegant, complex , Silky, chocolate finish, long lasting, structured",91.09
"raspberry, pomegranate, stewed fruit, peaches, apple, almond, ginger, lemon, grapefruit, caramel, graham cracker,, citrus, malic, moderate, balanced, subtle, well balanced, tartaric , peach, juicy, jammy, syrupy, peach",91.08
"brown sugar, chocolate, caramel floral, cocoa, dried cherry, sweet spices, blackberry, soft fruit, carob, perfumy, cherry, apple, grapefruit, complex fruits, lemon, clear, round and smooth, sweet, prominent but not aggressive, balanced, refined , long finish, well balanced, clean, round and smooth- creamy and rich body, long finish, complex, good structure",91.08
"Floral, Guava, Lemongrass, Tropical Fruit, Watermelon, Lemonade, White Peach, Sorbet, Jasmine, Black Tea, Strawberries, Tropical Fruit Ice Cream, Mango, Lychee, Lemongrass, Apricot, Basil, Mint, , Peach Floral Mango, Floral, Jasmine, Minty,, Citric Acid, Complex, Complex Citric, Intense, Multi-Dimensional Fruit Acidity, Citric, Tartaric Sweet And Complex Citric, Grape, Lively , Well Balanced, Lingering, Sweet, Transparent, Sparkling Aspect Like 7Up, Well Balance, Soft Finish, Tea Like Brown Sugar, Cashew, Syrupy, Long Lasting",91.06
"Floral, Guava, Lemongrass, Tropical Fruit, Watermelon, Lemonade, White Peach, Sorbet, Jasmine, Black Tea, Strawberries, Tropical Fruit Ice Cream, Mango, Lychee, Lemongrass, Apricot, Basil, Mint, , Peach Floral Mango, Floral, Jasmine, Minty,, Citric Acid, Complex, Complex Citric, Intense, Multi-Dimensional Fruit Acidity, Citric, Tartaric Sweet And Complex Citric, Grape, Lively , Well Balanced, Lingering, Sweet, Transparent, Sparkling Aspect Like 7Up, Well Balance, Soft Finish, Tea Like Brown Sugar, Cashew, Syrupy, Long Lasting",91.06
"Caramel, Apricot, Brown sugar, Caramel, Floral, Grape, Green apple, Jasmine, Kiwi, Lemon, Mango, Melon, Orange, Peach, Bright, Citric, Complex, Grapes, Lemon, Lively , Juicy, Long-lasting, Well balanced, Clean, Smooth, Improved as it cools, Caramel, Honey, Juicy",91.06
"Caramel, Apricot, Brown sugar, Caramel, Floral, Grape, Green apple, Jasmine, Kiwi, Lemon, Mango, Melon, Orange, Peach, Bright, Citric, Complex, Grapes, Lemon, Lively , Juicy, Long-lasting, Well balanced, Clean, Smooth, Improved as it cools, Caramel, Honey, Juicy",91.06
"maple syrup, sweet, plum honey, jasmine, floral bergamot, cinnamon, grape, strawberry, cassis, dark chocolate, f lime, elegant, soft, quenching, clear, effervescent , Multidimensional, sparkling finish, dense complex, fruit driven",91.05
"Blueberry, pepper, white peach, blackberry, apricot, pineapple, floral, jasmine, red currant, apple, prune, raspberry, violet, mango, red fruit tangerine, creamy, long, smooth, dried bananas, Silky acidity fruit acidity, wine, citric, bright, acetic , Blueberry, jammy, big round juicy mouthfeel, red wine, tangerine, butter creamy body, consistent, intense in flavor but balanced, very well structured, honey dew, very clean aftertaste",91.04
"Blueberry, pepper, white peach, blackberry, apricot, pineapple, floral, jasmine, red currant, apple, prune, raspberry, violet, mango, red fruit tangerine, creamy, long, smooth, dried bananas, Silky acidity fruit acidity, wine, citric, bright, acetic , Blueberry, jammy, big round juicy mouthfeel, red wine, tangerine, butter creamy body, consistent, intense in flavor but balanced, very well structured, honey dew, very clean aftertaste",91.04
"Cinnamon, cloves, sweet, sugar, lavender, potpourri, spiced fruit, apple juice ginger, caramel, dates, apple pie, applesauce, Christmas-cherry orange, Complex, orange zest, tangerine citric, malic , Buttery, creamy, exotic, unique, original, sugar bomb, intense, high fidelity",91.03
"Cinnamon, cloves, sweet, sugar, lavender, potpourri, spiced fruit, apple juice ginger, caramel, dates, apple pie, applesauce, Christmas-cherry orange, Complex, orange zest, tangerine citric, malic , Buttery, creamy, exotic, unique, original, sugar bomb, intense, high fidelity",91.03
"Blueberry, caramel, brown sugar, coffee cherry, strawberry, cinnamon, grape, fig, brown sugar, black tea, honey, fruit., Plum, coffee cherry, sparkling, complex, citric, lemony, bright, vibrant. , Elegant, bright, delicate body.",91.03
"Blueberry, caramel, brown sugar, coffee cherry, strawberry, cinnamon, grape, fig, brown sugar, black tea, honey, fruit., Plum, coffee cherry, sparkling, complex, citric, lemony, bright, vibrant. , Elegant, bright, delicate body.",91.03
"black truffles, dark chocolate, nuts, plums, red current passion fruit, raspberry, mandarin, dark currents, pear, plum, Satsuma orange, green apple, citric, sustained, juicy, complex, strawberry , creamy, delicate, syrupy, subtle, fruit aftertaste, transparent, sweet finish, long finish, pastry cream finish",91.03
"very tropical, passion fruit, apricot, floral, jazmin, rose tea, gingerbread, spices, plum, almond, green mango, white grape juice, complex, citric, phosphoric, bright , juciy consisten body, high impact coffee, transparent, refined, buttery, silky",91.02
"very tropical, passion fruit, apricot, floral, jazmin, rose tea, gingerbread, spices, plum, almond, green mango, white grape juice, complex, citric, phosphoric, bright , juciy consisten body, high impact coffee, transparent, refined, buttery, silky",91.02
"White grapes, grapefruit, green tea, mint, lavender, cherry, rich, strawberry, almonds, brown sugar, prune, Malic, tartaric, phosphoric , Yogurt in the fragrance, tropical fruit stew, aftertaste of mint eucalyptus",91
"Pineapple, floral, tropical fruits, caramel, melon, strawberry jam, guava, marzipan, peach, nectarine, mango, perfume, Citrus, Tartaric, complex , Candy finish, creamy, nectar, persistent",91
"blackberry** sweet spice* raspberry* red apple* raisin* cinnamon red currants and black currant, malice* citric* red apple , effervescent, sweet, pine aftertaste, dense, very clean, round, caramel finish, medium length",91
